TOT_POP,0-9,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,POP_ESTIMATE_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Family Medicine/General Practice Primary Care (2019),ICU Beds_x,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
14523,331,374,532,389,1635,488,246,296,2795,31,113,14523,396,516,563,502,2693,1126,31,69.77746682,32,212675,52917,168369,74186,52699,15362,20854,5408,13400
14523,331,374,532,389,1635,488,246,296,2795,31,163,14523,396,516,563,502,2693,1126,31,76.12542472,51,232324,56184,180924,88022,60248,17194,23351,5945,14899
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,153.1312207,152,467669,103054,363785,145734,117503,28052,39411,10790,25001
109864,11474,13105,12484,12677,16507,15265,9463,5254,102780,1444,45,109864,5046,20535,24679,9077,55149,52977,2172,36.42979768,27,109491,27978,87720,34020,25965,6751,8931,2580,6203
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,126.6511109,76,378174,70347,284791,103342,79172,20228,30238,8132,18120
40612,4126,5311,4830,4914,6365,5496,3128,1718,36538,241,22,40612,3821,11503,9601,4819,17616,16746,870,13.46653083,0,41584,9631,32754,16079,12283,3375,4289,1075,2859
117898,13184,16006,13589,13535,18227,14882,8368,4253,113265,789,39,117898,9804,30175,25276,18209,52824,49932,31,39.09379129,8,119833,25826,93129,45846,34737,8820,10076,2876,7339
59749,5107,9780,5821,5991,8253,8380,5508,3128,56204,884,40,59749,3497,12780,11305,6881,28170,26945,1225,19.8121676,14,60750,16165,50199,19430,14206,4392,5154,1579,3982
98892,9508,11631,11042,13181,16887,12863,7614,3880,90575,31,68,98892,4951,18926,18394,5863,51085,49199,1886,32.7915928,10,99464,22683,79302,28865,21649,5275,7515,2100,4906
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,755.6623143,129,2339280,470619,1820449,661141,460574,110259,242663,54827,112422
14523,17042,374,532,389,1635,488,11324,296,2795,31,85,14523,9302,32314,563,17059,2693,1126,31,52.86936395,12,159800,35905,128251,52230,39373,10169,13369,3626,8759
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,157.8961682,114,475948,101941,372141,146930,113131,26336,42717,10716,23641
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,107.997187,39,325027,66379,233983,86536,60836,16268,26300,7091,16250
108047,11552,15539,12348,12270,14744,13340,8056,4656,101249,1231,75,108047,8100,26522,20259,14677,43515,41067,2448,35.82729875,20,110817,24432,86153,41744,32824,8179,9616,2684,6619
14523,331,374,532,389,1635,488,246,296,2795,31,100,14523,9508,516,563,14319,2693,1126,31,76.31973642,19,226632,52232,183995,72631,55750,12682,17334,4896,12210
14523,18231,20260,532,389,1635,18703,10720,296,121303,31,0,14523,10381,31383,31616,17062,2693,1126,31,51.5124979,36,155239,34957,122016,54077,41485,9425,13560,3562,8396
31097,2793,3714,3267,3470,4746,4669,3056,1534,29783,244,10,31097,2306,8205,6748,3532,14774,14062,712,10.31145251,0,31611,8559,25692,11430,8633,2493,2982,835,2136
17912,1854,1922,1951,2145,2789,2789,1638,883,17268,113,4,17912,1414,4824,4025,2392,8268,7845,423,5.939439088,0,18112,4831,14474,6274,4704,1396,1893,487,1265
34300,3614,4713,4220,3881,4824,4707,2861,1581,31356,280,3,34300,3612,8665,7345,4000,16087,15465,622,11.3735351,0,34843,8362,27496,12353,10091,2587,3270,879,2282
95796,10867,10973,11093,11311,14002,13102,7982,4730,90951,1481,28,95796,6811,25439,20090,12069,42816,40710,2106,31.76499033,8,97539,24270,75292,36197,26879,7455,9607,2472,6391
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,491.1155458,281,1497595,326104,1168074,445735,338741,76759,124634,31962,74849
75498,8661,8922,8832,8967,11511,10117,6477,2960,63931,1313,55,75498,7344,17834,15609,11834,35947,34475,1472,25.03437764,10,75783,18426,59497,29469,22311,5660,7502,1997,5041
48560,5218,5126,5468,5543,7544,6699,4326,2610,46834,388,21,48560,3192,12549,10149,4912,22772,21773,999,16.10200771,0,49322,12444,38350,16219,11888,3404,4418,1254,3189
102793,8118,374,11563,9927,11043,11098,6273,3344,83378,31,67,102793,3447,11592,13231,15146,50112,48283,1829,34.08512518,16,104415,18998,87787,25108,19401,5160,6833,2054,4705
14523,16272,374,532,389,1635,488,246,296,2795,31,92,14523,12295,516,563,502,2693,1126,31,59.22163252,25,180129,45203,147082,56682,44272,12073,16542,4546,10688
64265,6143,7333,7187,7439,10069,9671,6234,3400,61469,587,24,64265,3989,15212,14250,6859,31709,30236,1473,21.30962779,24,64701,17940,52522,19901,15231,4456,5801,1650,4124
61197,6008,7360,7298,7764,9460,8457,5255,2859,57735,342,21,61197,5519,17111,13058,6637,28164,26999,1165,20.29230984,0,62183,15438,49732,23523,17158,4998,6012,1607,4071
90064,10225,10263,10245,10529,14191,12410,7487,3913,84242,627,37,90064,6738,22077,20784,8511,43877,42054,1823,29.86431677,8,91442,22194,70866,33304,25583,6626,8750,2233,5786
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,320.8504095,179,975321,214443,755700,275519,189681,45204,78841,21928,46990
40085,4066,5054,5396,5133,6080,5414,3130,1547,36960,226,12,40085,3022,11861,9440,3627,18093,17255,838,13.29178293,5,40886,9523,32510,15374,12354,2925,3780,988,2548
24841,3054,3319,2485,2411,3273,3652,2248,1202,24033,205,5,24841,2287,5643,4616,3014,11783,11336,447,8.237025814,0,25083,6750,19393,8206,6380,1867,2415,633,1668
14523,331,374,532,389,1635,18892,12433,296,122985,31,138,14523,396,29784,563,502,2693,1126,31,64.49951597,20,157844,35388,129421,65202,48533,11140,16631,4401,10622
37353,3822,4479,4192,4911,5482,4915,3510,1645,33906,386,18,37353,4924,10321,7551,4653,18023,17453,570,14.47553666,0,37159,9162,29824,13870,10081,3062,3948,1047,2801
11161,1011,1091,1022,1268,1665,1898,1361,737,10618,93,5,11161,1926,2430,2513,2060,4305,4111,194,4.325260747,0,10935,3618,9217,4766,3254,1209,1525,415,1141
24877,2589,3523,3134,3069,3398,3281,2029,1041,11794,366,17,24877,3522,7504,5336,4680,10407,9942,465,9.640669439,0,25531,5848,19982,10427,7713,2005,3256,800,1842
27109,2465,2584,2771,3252,4013,4448,3174,1590,26259,152,15,27109,3187,6534,6663,4542,12750,12292,458,10.50564408,0,26833,8552,22326,10171,7301,2382,3040,845,2272
17505,1355,2286,2128,2418,2439,2452,1774,887,16292,97,14,17505,2325,3900,4198,2542,7639,7361,278,6.783772904,0,17535,4821,14884,6897,4763,1505,1911,528,1418
47079,4851,4853,4680,5548,6538,7347,5252,2390,33757,258,35,47079,4188,11331,11660,8429,19739,18839,900,18.24468692,8,47316,14046,37604,20171,14854,3949,5985,1554,3832
19026,1745,2388,2113,2148,2736,2955,1836,1159,6861,151,21,19026,3095,5529,3966,4172,7832,7445,387,7.373211269,0,19913,5537,15676,8716,6678,1726,3044,746,1665
33190,3505,3709,3464,4068,4592,5054,3214,1602,20171,116,13,33190,4798,8075,7640,9542,14418,13659,759,12.86223494,4,34130,9534,26408,14983,10827,3072,4763,1190,2840
136744,11137,11482,12704,13665,18823,488,246,296,117951,1083,139,136744,9523,28379,563,14203,52867,50144,2723,52.99287301,19,122586,46285,115871,53040,38353,11298,16217,4428,11475
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,100.4110774,166,252268,64710,211269,76427,57465,16336,22315,6482,16028
90382,8824,11078,9783,11401,13847,12124,8229,4344,77716,31,0,90382,12258,19602,21751,12278,40579,39133,1446,35.02604756,16,88898,23258,73287,33378,25064,7712,9747,2667,6969
14523,331,374,532,389,1635,488,12421,6119,2795,31,0,14523,396,33485,563,18839,2693,1126,31,81.90209272,25,196716,35521,157125,65329,52166,10872,16846,4358,10037
82029,8453,9468,8762,10889,12464,11191,7538,3476,75240,600,79,82029,11913,19103,18775,12830,36595,35193,1402,31.78898072,12,81805,20816,65539,33996,24315,7160,9188,2380,6373
10710,1201,1075,1348,1489,1617,1298,844,374,8836,235,10,10710,1042,2097,2818,884,4650,4477,173,4.150483165,0,10336,2164,8265,3819,2843,703,1003,259,645
69524,6136,6674,7360,8091,10547,11818,7912,3675,62544,911,115,69524,4603,13055,19545,6717,31755,30386,1369,26.94287503,8,68699,21116,57316,28232,19315,5241,7674,2009,5341
22698,2219,2598,2428,2860,3416,3464,2124,1122,14626,134,5,22698,3424,5544,5123,3642,9820,9391,429,8.796234069,0,22833,6116,18426,9066,6431,1889,2959,742,1778
14523,331,19428,17887,389,1635,488,246,6170,133270,31,0,14523,396,33069,563,20321,2693,1126,2761,61.48295566,52,156182,35455,123609,54150,39926,10922,15048,3996,9916
73139,7541,6406,7424,9389,10566,10807,8092,4323,60060,1580,88,73139,6026,10910,13036,6709,34637,33479,1158,28.34380842,4,68364,20511,58375,26107,18622,4794,7475,2058,5051
28383,2448,2581,2544,3116,4020,5143,3980,1754,26538,204,25,28383,2912,7354,6879,5253,11235,10740,495,10.99936169,0,27463,9952,23614,12049,8241,2700,3536,967,2687
14029,1414,1429,1453,1503,1923,2232,1500,872,8782,113,33,14029,1682,3598,3150,2370,5582,5335,247,5.436706659,4,14370,4452,11199,5842,4368,1195,1884,486,1171
11139,973,933,955,1185,1486,2101,1680,684,10700,40,6,11139,958,2834,2616,1602,4111,3933,178,4.316735011,0,10753,4115,9215,4576,2884,1083,1394,387,1072
97645,11340,12498,10322,11913,13956,12595,8415,3872,74071,1013,31,97645,10650,23073,21169,18301,47966,46071,1895,37.84070295,57,97038,23687,76149,38077,27871,7875,11066,2832,7035
55655,5995,7089,6475,6741,7501,7258,5203,2526,35162,335,48,55655,7262,13660,13310,13279,22338,21223,1115,21.56817372,10,56589,14110,44010,22361,16680,4941,7244,1861,4513
102912,12571,17597,12139,10366,11841,12618,8900,4666,73759,31,0,102912,7957,17478,24669,14513,41528,39784,1744,39.88184159,72,103374,24450,80681,36123,24608,6551,9807,2660,6420
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,128.7889888,48,332766,52166,250211,104063,76815,17750,29970,7633,15896
27072,3224,2882,3377,3454,4363,3648,1994,782,24531,201,21,27072,1980,5059,7019,2602,13633,13141,492,10.49130534,0,25247,5686,21014,9347,6935,1758,2364,629,1592
36501,3492,3379,4141,4564,5650,6332,3453,1449,34318,290,22,36501,1793,6180,9892,2992,19851,18836,1015,14.14535817,0,35412,9885,29602,12743,9502,2372,3330,929,2380
14523,331,19295,18586,389,1635,488,246,296,2795,31,111,14523,396,516,563,502,2693,1126,31,64.56849692,29,164118,37797,130055,65017,48380,12887,17220,4502,11680
42733,4534,4391,4284,5561,6427,5908,3895,2344,38434,358,10,42733,3979,9386,9680,4555,20474,19774,700,16.56046658,0,41766,11078,33754,14247,10295,3076,4159,1142,2949
58856,7477,6837,6546,7260,7902,7483,4837,2684,41360,449,0,58856,10317,12972,12211,11877,24946,23866,1080,22.80866827,9,59350,13785,44894,23706,17374,5271,7787,1998,4837
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,122.7469549,148,300865,51648,250915,92610,75776,14975,26877,7123,14555
52005,6244,6410,5668,5707,7143,7423,4396,2422,20685,164,67,52005,7438,13628,10885,11705,21741,20271,1470,20.15367666,15,54032,13212,40294,22464,16158,4499,7676,1866,4139
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,146.9135404,259,368362,76042,292142,126338,91148,22548,36949,9440,21568
67560,7710,7963,7829,9048,10100,8712,4950,2474,47441,471,53,67560,7114,13198,14976,8394,30642,29421,1221,26.18175935,0,63866,14275,52764,25744,19048,4670,7238,1823,4283
14523,331,374,532,389,1635,488,246,296,2795,31,154,14523,396,516,563,502,2693,1126,31,86.36027744,74,214049,46215,172638,82042,57661,15402,21440,5672,13864
11573,1137,1227,1196,1338,1994,1604,1094,537,7580,43,12,11573,1145,3032,2964,1747,5309,5097,212,4.484924525,0,11601,2897,9226,4636,3404,843,1356,337,797
8484,850,879,887,975,1188,1236,932,506,7510,47,9,8484,1151,2249,1827,1575,3179,2993,186,3.287833723,0,8607,2550,6790,3490,2329,815,1005,273,754
60115,6258,7277,6988,8209,9462,7669,4498,2270,38770,411,59,60115,6522,12936,12677,7331,29943,28929,1014,23.29657287,6,58503,13167,47843,22123,16410,4164,6678,1664,3886
21012,2184,2839,2889,2790,2887,2691,1468,784,12322,127,55,21012,3870,4861,4640,4319,9558,9190,368,8.142852685,0,21059,4490,16803,8555,6469,1750,2746,673,1566
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,206.814972,142,517197,102558,414773,185177,148074,30097,51514,13050,28630
50574,5652,5962,5510,5574,7471,7141,4518,2547,20239,443,36,50574,8203,13753,9182,10800,20243,19014,1229,19.5991163,16,52300,13866,39744,22738,16692,4630,7678,1900,4329
134214,331,18573,532,16816,15841,12674,7508,3461,95776,1788,0,134214,11435,25063,29886,18802,52791,50341,2450,52.0124134,14,128753,21027,99312,45278,35355,7862,12096,3008,6961
61971,6060,6495,6778,7363,8942,9379,6998,3636,59539,346,31,61971,5383,11993,16512,8071,29465,28472,993,24.01583494,12,59854,18819,50663,23383,17225,4846,6372,1792,4766
116748,11623,11486,12466,13853,15797,17749,246,296,108035,1520,0,116748,8546,20478,28435,11212,54476,52712,1764,45.2437543,27,112156,35451,94678,40225,29350,8237,11773,3270,8506
23659,2304,3115,2619,2564,3300,3348,1989,1186,8422,180,12,23659,3477,5307,5496,4909,9120,8662,458,9.168653707,10,24262,6311,19192,10847,8368,1955,3536,856,1857
54764,9008,8065,9207,6735,6292,4981,2320,1004,27017,812,0,54764,4769,9475,13584,9621,19920,18918,1002,21.22288142,0,52571,7093,39828,18118,14577,3077,5197,1269,2663
5230,448,611,713,713,695,839,450,254,3538,43,1,5230,709,1602,1182,1014,2008,1842,166,2.026799902,0,5507,1276,4352,2338,1706,444,687,170,416
14523,331,374,532,389,1635,488,246,5923,2795,31,108,14523,396,33120,563,16746,2693,1126,31,69.14952974,36,169798,34692,137375,62456,46845,10669,15882,4090,9901
43327,3921,7741,4592,4478,5112,5669,3991,1711,36972,453,19,43327,3141,7205,8407,6570,19484,18682,802,16.79066145,9,41725,10654,36132,15791,10984,3099,4157,1153,2926
14523,331,374,532,389,1635,488,12293,5110,2795,1832,0,14523,396,516,563,502,2693,1126,31,78.54334038,24,186308,33619,151021,72604,52253,12334,18139,4593,10806
9637,939,1028,1048,1055,1478,1576,964,512,6401,47,4,9637,1337,2213,2771,1542,4379,4195,184,3.734659781,0,9776,2653,7852,4301,3047,925,1418,358,864
61452,8019,7750,7481,7677,8321,7219,4366,2446,45898,877,103,61452,6663,10936,14225,9459,26420,25276,1144,23.81470508,8,59805,12481,46719,22081,17052,4243,6348,1662,3937
55976,6617,6558,6000,6413,7879,7650,4927,2722,30970,450,102,55976,7800,12800,13430,12193,27857,26753,1104,21.69257195,14,57934,14708,43370,23582,17305,4725,7506,1900,4431
83770,9048,9195,9255,11934,13159,10996,6961,2906,76613,626,44,83770,8357,18013,19152,8555,42654,41200,1454,32.46367644,10,80504,18644,66121,27755,20762,6046,7964,2136,5441
45507,4815,5331,4986,5875,6588,6335,4165,2147,42046,511,24,45507,5283,10909,10901,6802,21145,20433,712,17.63548435,9,45069,11491,36343,16929,12320,3815,4838,1308,3449
35285,3510,3337,3483,3552,4822,5760,4686,2360,33627,366,20,35285,2938,7914,8768,5700,15316,14717,599,13.6741175,5,34160,12106,28695,12800,9068,3030,4098,1130,3027
21763,2047,2645,2381,2609,2971,3279,2132,1098,20888,109,10,21763,2229,4678,4136,3502,10144,9777,367,8.4338903,0,21347,6084,17870,8011,5754,1763,2217,622,1651
22671,2451,2454,2197,2556,3206,3624,2351,1226,12513,127,43,22671,2767,5712,5301,4571,9295,8832,463,8.785770666,6,23227,6835,18084,9889,7161,1959,3294,810,1887
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,423.9232198,173,1034290,156489,836188,292013,247512,46789,79452,21952,44960
15000,1449,1560,1524,1793,2168,2328,1716,895,14441,100,26,15000,1721,3744,3580,2383,6025,5755,270,5.813001631,0,15155,4846,12260,5682,4021,1307,1678,461,1251
27271,3042,3189,2782,3307,3755,3852,2539,1220,20870,433,16,27271,3933,6628,5637,4379,11588,11129,459,10.5684245,0,27445,7131,21264,10829,7889,2277,3325,842,2117
98682,11583,9789,12122,11119,12421,13138,10635,296,81974,1548,0,98682,6633,15230,21771,10263,41079,39523,1556,38.24257513,68,94191,28522,77656,30214,23374,6334,9369,2692,6755
94016,10782,11779,10376,11573,13361,12396,7752,3776,51661,970,76,94016,9439,21746,19963,13024,43288,41097,2191,36.43434409,21,94125,22363,73444,36526,28056,6521,11033,2711,6246
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,10768,32914,563,502,2693,1126,31,90.01394273,57,219866,48907,189474,71412,57411,13946,19936,5634,13454
19676,1788,2204,1834,2062,2913,3349,2289,1257,7916,58,6,19676,3088,5964,4052,4043,7628,7236,392,7.625108007,0,20426,6480,16258,9392,6780,1935,3331,819,1870
14523,331,374,532,16802,15947,13619,8142,4111,2795,31,0,14523,9045,30077,563,502,64341,61301,31,76.60877343,14,192685,22983,149266,59708,43287,9041,12516,3393,7645
146027,14406,374,16557,18058,18211,16132,8824,4057,111889,31,104,146027,6478,13182,18090,17045,2693,1126,2534,56.59034595,13,141812,25896,117322,36831,29330,6602,10467,2894,6571
12670,927,1221,1283,1261,1852,2397,1733,833,9829,74,25,12670,1192,3011,3813,1983,5348,5129,219,4.910048711,0,12803,4684,10791,5462,3712,1171,1735,461,1199
39639,4821,5337,5266,4532,5238,4824,3044,1507,23222,636,34,39639,3625,8466,9225,6854,17062,16249,813,15.36143811,10,39546,8584,30817,14947,12204,2659,4273,1081,2445
62162,7292,6319,7579,8335,9178,8352,5132,2218,50445,421,54,62162,5189,12059,13349,9207,28265,27107,1158,24.08985383,0,57630,13694,48381,20437,14998,4173,6154,1606,3938
13422,1283,1235,1379,1389,1953,2186,1733,841,9949,72,2,13422,1361,3112,3581,2108,5046,4804,242,5.20147386,0,13506,4652,10960,5389,3858,1185,1764,467,1185
39507,4350,4499,4191,5013,5873,5659,3437,1744,27569,176,10,39507,3813,10112,9727,5773,18261,17513,748,15.3102837,6,39240,9982,31247,15729,11655,3085,4667,1185,2856
14523,331,374,532,389,20011,18271,10140,5336,106617,31,0,14523,11323,25219,563,502,2693,1126,31,69.7226917,71,176484,30269,141567,62692,50539,10298,16605,4346,9319
20611,1617,1805,1667,2184,3082,3585,2831,1765,19136,136,2,20611,1433,4108,5248,2389,8969,8633,336,7.987451775,6,20434,7657,17304,7761,5295,1651,2361,666,1765
143351,16750,17060,16015,389,1635,17741,11630,5644,127477,31,144,143351,396,33355,31381,19631,66526,64042,2484,55.55330646,12,142827,32782,111088,51363,37992,11162,14759,3861,10054
44887,5557,6086,4882,5603,6044,5552,3638,1778,27577,411,69,44887,6035,10681,9590,8698,16519,15617,902,17.39521362,0,45447,10922,34622,19038,13780,3803,5648,1413,3404
131831,17930,18005,15278,16278,16714,15157,9049,4144,40787,877,0,131831,396,29092,25599,502,49653,46738,31,51.0889212,25,134187,26448,99102,53984,36866,12366,17802,4491,10673
90690,9633,10196,9422,11293,13927,12932,8255,4374,70401,609,96,90690,11394,22602,21679,16003,40499,38670,1829,35.14540786,9,91566,24175,72303,35630,26680,7639,10773,2781,6913
141262,16360,18057,16476,17697,20027,17384,11098,5720,112295,1790,117,141262,396,31477,32308,502,65775,63199,2576,54.7437491,20,138940,31195,109855,50684,37570,10221,14124,3783,9349
66826,7077,7325,6768,8339,9803,9580,6629,3210,58118,472,43,66826,8245,15142,15844,12538,24757,23501,1256,25.8973098,18,66523,18012,53040,25970,19254,5751,7738,2022,5245
63626,8217,7641,6992,7927,8466,7818,4943,2718,42298,449,0,63626,9492,14171,13427,14243,29207,28039,1168,24.65720279,8,63664,14291,48165,26793,20037,5188,8231,1993,4755
34810,4381,4858,3904,4192,4402,4384,2814,1446,15705,312,17,34810,4771,8063,7165,8637,11457,10614,843,13.49003912,8,35445,8246,26926,14888,11336,3030,4724,1165,2699
62075,7126,7842,7212,7564,8733,7840,5442,2612,52202,1348,164,62075,6359,14813,14742,7924,29882,28817,1065,24.05613842,10,60875,14861,48687,22744,16164,4628,6179,1644,4208
45467,4320,4947,4557,5911,7312,6597,4427,2296,42639,188,15,45467,5529,13815,9787,5455,21781,20988,793,17.61998301,0,46124,12165,36945,17405,12968,3842,5002,1306,3497
71948,7861,8334,7291,9320,10533,9458,6635,3583,66963,522,63,71948,10995,14834,16350,11351,34033,32827,1206,27.88225609,10,72315,18749,56753,28202,18956,6234,7905,2134,5635
14245,1803,1861,1639,1714,1878,1817,1286,599,9048,100,5,14245,2141,3067,3076,2124,6912,6613,299,5.520413883,0,14208,3584,11097,5643,3906,1312,1675,441,1149
34215,2831,3441,3231,3573,4498,5777,4877,2687,31946,231,19,34215,2900,6837,7641,4277,14275,13737,538,13.25945672,4,33291,12332,28873,13868,8460,2959,4003,1140,3074
4131,434,553,581,503,547,507,360,229,2342,90,1,4131,809,1298,877,880,1457,1365,92,1.600900649,0,4090,1372,3361,1808,1277,367,577,143,345
14523,331,374,532,389,1635,488,246,5860,2795,31,0,14523,396,516,563,16361,2693,1126,31,91.42223926,14,222095,36152,172613,69524,55236,11535,18026,4624,10713
44582,5679,5768,4727,5164,5910,5864,3614,1900,20132,360,26,44582,5998,11076,8994,11585,17444,16441,1003,17.27701592,20,44420,10563,34061,18538,14067,3695,6140,1497,3366
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,423.3047165,175,1023811,157546,830774,301261,228463,43640,75717,20205,43410
19807,1887,2143,2049,2032,2823,3319,2233,1208,8020,76,5,19807,2813,4909,4456,3750,6574,6183,391,7.675874888,0,20190,6367,16160,9130,6561,1824,3167,777,1805
11859,1286,1401,1025,1206,1665,2005,1217,729,5689,45,3,11859,1683,2998,2759,2470,4628,4353,275,4.59575909,0,12331,3689,9482,5275,3651,1121,1847,458,1072
55945,3803,14797,5295,5462,6183,6549,3915,1829,53037,665,20,55945,3243,6294,8558,10608,28832,27832,1000,21.68055842,10,53421,11059,48768,18673,14240,3703,4659,1359,3376
123248,16215,17921,14755,14122,15984,14593,8804,4754,77571,1660,0,123248,396,25056,27947,502,52731,50460,2271,47.76272167,16,124496,26321,94067,51178,38379,8592,14146,3463,7953
68557,7102,7568,7119,8587,9944,9591,6706,3540,63624,404,61,68557,10522,15436,15483,12712,30230,29102,1128,26.56813019,8,68525,18236,54514,28370,18371,6260,7891,2117,5637
81455,9943,10052,9276,9836,11083,10430,6522,3510,45632,987,114,81455,10880,17631,15920,16868,35342,33175,2167,31.56653653,14,81379,19331,62774,30339,23164,6227,9983,2522,5732
37543,4111,4272,3893,4797,5829,4879,3450,1814,35268,180,47,37543,5052,9234,9335,4829,17791,17191,600,14.54916802,0,37825,9707,29751,14788,10294,3211,4127,1096,2907
17903,1645,1876,1792,2129,2542,2776,2062,1116,17280,58,50,17903,2076,4278,4146,3153,8245,7950,295,6.938011214,0,17605,5605,14634,6832,4800,1640,2084,575,1562
2294,245,180,269,216,315,369,242,224,2145,73,1,2294,76,567,563,234,1065,1043,22,1.771633663,0,2368,743,1857,844,609,135,226,65,171
10542,1109,1264,1131,1092,1436,1500,973,702,9970,97,7,10542,653,2150,2745,1231,5279,5137,142,8.141483034,0,10971,3118,8432,3681,2749,586,937,268,686
6962,1429,802,761,578,791,787,387,219,2933,17,1,6962,608,1168,1528,2129,2300,2211,89,5.376684204,0,6875,1327,4500,2433,1850,495,740,196,504
919,114,86,140,93,129,133,76,65,863,41,0,919,77,219,209,82,428,416,12,0.709734672,0,983,250,732,312,244,50,80,23,61
6411,733,691,660,605,868,1039,634,379,5971,44,0,6411,407,1347,1767,715,2992,2892,100,4.951152317,0,6651,2058,5070,2138,1693,365,599,166,433
3076,419,311,358,312,355,466,259,210,2953,7,4,3076,211,660,759,264,1647,1616,31,2.375564581,0,3226,933,2321,962,733,161,253,73,191
2100,310,217,238,201,272,323,183,100,2014,12,1,2100,98,421,589,195,1078,1052,26,1.621809369,0,2253,513,1574,723,556,113,182,50,130
95273,12714,12912,13699,10923,11767,10943,6022,4313,86386,789,66,95273,3808,14759,22492,6798,49251,47954,1297,73.57840193,72,92372,18957,73143,30982,25015,4091,6375,1906,4668
14523,331,374,532,389,18914,16698,8354,5903,2795,31,102,14523,5990,21590,563,18270,2693,1126,2315,140.1830236,111,170620,27710,140661,54485,46418,6603,10957,3235,7331
3829,498,370,352,348,520,575,411,336,3675,18,2,3829,233,823,1116,398,1971,1920,51,2.957099083,0,3817,1265,2970,1368,1016,217,354,102,272
4903,630,558,510,498,613,627,424,320,4703,28,1,4903,335,954,1193,520,2390,2347,43,3.786538732,0,5041,1425,3697,1703,1316,245,393,112,289
2283,279,187,247,186,361,340,236,184,2123,55,1,2283,107,672,714,222,1536,1516,20,1.763138471,0,2378,830,1772,844,620,143,231,64,174
4332,622,546,568,432,632,602,236,205,3684,52,0,4332,296,1049,1026,443,3021,2972,49,3.345561042,0,4349,1079,3300,1453,1155,221,368,97,250
2313,295,211,232,220,326,366,186,178,2151,7,3,2313,164,510,570,237,1246,1185,61,1.786307177,0,2321,667,1768,864,677,143,225,64,167
3295,337,337,259,308,484,525,357,317,3174,32,0,3295,325,904,868,431,1481,1410,71,2.544696129,0,3389,1194,2643,1294,938,227,360,100,275
3216,371,348,325,359,453,444,283,260,3110,27,0,3216,181,661,928,274,1605,1563,42,2.483685206,0,3318,956,2536,1163,938,177,289,82,213
1769,194,156,194,190,223,306,139,141,1709,3,2,1769,100,321,510,192,898,880,18,1.366181321,0,1892,514,1375,630,478,101,163,47,122
70770,9169,17656,9055,6315,7023,6684,3661,2305,61181,31,53,70770,2117,9566,15263,8681,37913,37054,859,54.65497575,26,70130,11680,55843,23126,18540,3020,4950,1375,3297
2374,306,197,219,224,321,390,302,198,2268,4,0,2374,157,664,648,341,1211,1179,32,1.833416878,0,2387,877,1886,925,670,163,259,73,202
2232,256,182,207,205,282,382,285,195,2194,4,0,2232,162,516,570,202,1060,1036,24,1.723751673,0,2276,851,1778,839,621,140,229,66,176
2514,350,268,273,247,321,326,214,205,2332,12,8,2514,253,668,699,291,1395,1367,28,1.941537502,0,2601,875,1904,860,647,152,230,66,178
2450,293,203,283,242,322,419,246,175,2387,17,0,2450,174,606,645,355,1310,1252,58,1.892110931,0,2457,675,1934,947,729,168,257,73,197
4062,456,367,362,389,554,646,419,386,3984,5,0,4062,470,817,954,456,2126,2085,41,3.137042694,0,4106,1302,3191,1505,1079,272,409,122,331
1903,243,182,161,187,263,259,210,167,1842,8,0,1903,191,516,487,239,896,873,23,1.469668205,0,1932,723,1465,683,520,119,185,53,145
5816,761,519,678,629,818,809,516,335,5637,18,0,5816,422,1418,1494,685,3155,3032,123,4.491639663,0,5951,1606,4424,2276,1650,318,492,139,377
2585,266,227,240,196,387,386,291,340,2490,40,0,2585,404,602,681,339,1157,1126,31,1.996370105,0,2680,1056,2102,1000,654,190,292,85,234
