TOT_POP,0-9,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,POP_ESTIMATE_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,POVALL_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Family Medicine/General Practice Primary Care (2019),ICU Beds_x,Total Population,Population Aged 60+,county_pop2018_18 and older,anycondition_number,Obesity_number,COPD_number,diabetes_number,CKD_number,Heart disease_number
39981,5494,4728,4826,4279,5090,4955,2916,2095,36372,1530,70,39981,4362,9093,8156,4340,18008,17210,798,27.37483259,0,40476,9549,29872,13674,10724,2159,3390,939,2368
15063,1845,1467,1684,1948,2181,2108,1186,608,14596,61,14,15063,676,3562,3620,1257,7307,7156,151,10.31357653,0,14933,3584,11510,5210,4132,788,1168,334,824
10569,1279,1140,1087,1092,1524,1370,858,764,10344,47,5,10569,737,2908,2363,955,5732,5625,107,7.236552503,0,10663,2990,8073,3801,3052,641,914,267,691
8679,996,874,859,888,1166,1225,853,721,8364,26,4,8679,488,2541,2302,1171,4456,4333,123,5.942476977,0,8865,2842,6763,3230,2448,585,851,249,640
7790,914,799,884,910,1060,1047,665,414,7592,33,1,7790,639,2173,1644,885,3898,3784,114,5.333782193,0,7912,1998,5942,2792,2210,507,718,203,515
10003,1202,1014,1021,1122,1397,1462,853,630,9723,39,5,10003,700,2621,2505,1360,4923,4803,120,6.849014541,8,10239,2863,7729,3634,2883,681,963,277,705
42929,5741,5400,5247,5001,5634,5161,3093,1704,40111,492,70,42929,3544,9908,8817,4973,21734,21159,575,29.39331653,5,42923,9608,32238,15180,12476,2201,3391,949,2262
13840,1774,1539,1538,1447,1818,1821,1049,1033,13354,118,3,13840,738,3650,3314,1231,8111,7950,161,9.476193267,0,13944,3787,10548,4474,3586,777,1136,337,847
6040,741,578,639,618,851,827,539,423,5805,60,8,6040,468,1648,1387,559,3512,3444,68,4.135564114,0,6149,1621,4599,2201,1738,366,547,156,397
15249,1567,1759,1829,1904,1945,2218,1364,1010,14304,143,9,15249,1014,3854,3888,1858,6377,6217,160,10.44093,2,15393,4507,12300,6189,4723,935,1411,401,1026
8929,1092,1044,969,907,1133,1193,734,676,8530,80,6,8929,410,1816,2473,834,4895,4788,107,6.113650989,0,9110,2512,6892,3234,2516,476,728,215,541
25095,3319,2681,2884,2950,3381,3170,1892,1285,24055,175,40,25095,1180,5664,6391,1999,14786,14507,279,17.18244726,0,25027,6126,18823,8033,6889,1279,1914,553,1360
6740,811,649,685,639,974,1017,638,464,6479,33,22,6740,426,1916,1893,731,4311,4232,79,4.614851346,0,6972,2100,5196,2473,1865,439,627,183,477
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,333.5866521,112,467235,81860,365889,148872,128427,20330,33176,9120,21031
93533,12061,11157,11442,10926,12675,11922,6773,4116,88411,875,96,93533,6653,20861,22180,10760,47848,46733,1115,64.04167521,29,93287,21265,71503,34617,27600,5197,7503,2111,5185
18699,1923,2814,1849,1888,2380,2427,1574,1160,17578,384,27,18699,846,4531,3676,1795,10435,10193,242,12.80313135,5,18428,4687,15056,6499,5797,1021,1543,450,1106
4968,601,433,532,479,649,708,490,403,4832,26,3,4968,268,1351,1140,684,2524,2454,70,3.401569953,0,4986,1529,3801,1799,1418,311,457,134,344
9719,1154,925,991,993,1370,1454,830,791,9488,46,12,9719,521,2606,2433,1063,5273,5148,125,6.654560865,0,9936,2963,7543,3734,2919,586,862,254,645
14523,331,374,532,389,1635,488,11805,296,2795,31,123,14523,8215,516,563,21030,2693,1126,2567,118.6461848,46,171493,36851,132203,58169,48519,8426,13153,3731,8722
11578,1318,1117,1119,1239,1755,1586,1028,882,11199,62,9,11578,665,2976,2895,893,6651,6519,132,7.927410813,0,11772,3381,8975,3927,3007,694,1034,302,765
34909,5099,4936,4096,3509,3850,3663,2107,1757,33752,345,23,34909,1885,6450,6449,2069,20433,20069,364,23.90205425,0,34692,6858,25476,9005,7872,1463,2215,663,1553
98105,8978,374,10408,8407,8568,8544,4687,3153,84656,31,26,98105,1474,9002,14101,16410,57756,56840,916,67.17210553,14,95888,14980,81860,28203,23248,3797,5999,1752,3935
16904,2155,1813,1787,1852,2360,2289,1328,996,14748,88,22,16904,1053,4654,4045,1896,9509,9228,281,11.57410195,0,17236,4455,12829,6222,4580,1005,1515,423,1049
6191,798,624,719,640,828,825,552,406,6039,29,9,6191,422,1691,1559,782,3227,3163,64,4.238953217,0,6214,1749,4736,2307,1658,393,585,164,425
12359,1401,1421,1447,1335,1635,1569,1077,716,11924,97,2,12359,829,3078,3122,1601,6375,6149,226,8.462158424,4,12497,3366,9615,4678,3461,786,1161,320,808
7020,852,674,751,735,1001,1068,646,408,6840,39,1,7020,505,2048,1758,917,3666,3567,99,4.806566238,0,7308,2036,5419,2692,1994,461,669,186,485
35205,4443,4656,4289,4055,4572,4499,2636,1694,32112,509,0,35205,2904,8591,8258,5032,17604,17002,602,24.10472428,11,35321,8335,27274,12079,9791,2218,3230,894,2211
51056,6655,6068,6544,6429,6751,5704,3451,1915,49312,349,77,51056,1397,9806,10861,3502,27637,27007,630,34.95784129,0,48630,10113,38399,15694,13785,2177,3408,971,2285
22141,3038,2494,2501,2460,2966,2782,1735,1221,21345,133,23,22141,1336,5888,4537,1905,12123,11840,283,15.15985514,0,22095,5388,16648,6740,5477,1209,1770,511,1265
6401,883,646,663,604,803,887,602,439,6234,35,1,6401,484,1951,1361,817,2769,2693,76,4.382739386,0,6405,1872,4776,2614,2030,448,639,178,467
36277,4281,5243,4091,3802,4701,4675,2692,1865,33160,451,20,36277,2274,8433,9181,4586,19109,18487,622,24.83871844,8,36945,8966,28393,12256,9966,2191,3086,914,2254
10518,1251,1236,1127,1126,1331,1485,860,721,10035,112,2,10518,591,2398,2604,912,4979,4850,129,7.201633005,0,10545,3095,8199,3683,2919,585,885,258,640
20029,1848,2901,1933,1990,2721,2816,1658,1234,19421,236,4,20029,716,4397,4332,1755,11775,11460,315,13.71377709,0,20575,5243,16320,6259,4961,1012,1494,458,1138
102539,14666,13716,13063,11941,12421,11342,6427,3801,89128,31,0,102539,8688,21064,20583,13835,55149,53777,1372,70.20804779,33,102397,20666,75797,32057,25847,5250,8145,2255,5230
7453,853,833,832,854,1090,1078,610,441,7210,47,2,7453,380,1962,2107,717,4162,4049,113,5.103039626,0,7502,1990,5913,2586,2022,427,631,180,459
12690,1599,1262,1311,1316,1611,1815,1100,953,12240,64,29,12690,725,3187,3404,1321,6451,6284,167,8.688792815,0,12864,3778,9650,4942,3754,800,1206,344,885
12444,1440,1400,1412,1399,1593,1674,1061,705,11571,95,4,12444,697,2918,3222,2269,6313,6059,254,7.646325869,0,12752,3383,9654,4872,3823,862,1313,334,834
7878,1076,782,841,813,1057,984,740,491,7588,54,1,7878,454,2161,1682,1015,4133,3989,144,4.840706782,0,7840,2090,5881,2929,2299,542,771,205,530
16193,1951,2250,1798,1690,2023,1864,1200,775,14724,104,8,16193,761,3785,3311,2326,6985,6662,323,9.94993208,4,16466,3518,12412,6061,4357,1025,1462,385,966
4472,576,430,513,401,609,714,468,238,4255,23,1,4472,280,1151,1265,564,2396,2334,62,2.747859956,0,4905,1307,3448,1668,1379,334,482,127,332
26111,3394,3087,3122,2534,3475,3541,1958,1509,24814,68,17,26111,2052,5856,6822,3673,13413,12970,443,16.04413491,4,27067,6712,19904,9773,7285,1757,2708,681,1696
14653,2035,1713,1598,1540,1713,1895,1177,794,13488,176,6,14653,846,2948,3802,2261,7120,6822,298,9.003665458,0,14757,3661,10889,5555,4628,1033,1530,389,976
9598,1321,948,1095,981,1265,1341,854,492,8200,43,6,9598,484,2355,2278,1264,5353,5190,163,5.897575996,0,9736,2486,7174,3618,2877,643,983,250,623
66765,8637,7650,8527,8163,8841,7829,4145,2657,61954,892,67,66765,3250,11557,16109,6184,31938,30833,1105,41.0243448,16,66260,13403,49769,23293,19012,3525,5499,1407,3446
2629,286,311,255,277,362,370,292,177,2520,8,0,2629,185,503,741,254,1484,1445,39,1.615412304,0,2665,837,2104,1057,812,185,281,74,190
3309,351,297,362,313,441,504,417,241,2924,3,2,3309,310,870,855,553,1417,1360,57,2.033244319,0,3425,1156,2651,1395,1015,291,416,110,294
20015,2374,2104,2287,2349,2924,2627,1755,919,17984,98,52,20015,1535,4674,5071,3246,10046,9669,377,12.29839379,0,20501,5088,15405,7653,5854,1481,2157,549,1387
2660,331,261,277,248,309,408,285,247,2560,55,0,2660,124,577,708,322,1313,1282,31,1.634460528,0,2677,911,2093,1064,785,185,289,78,200
2005,249,230,225,206,241,242,176,156,1893,26,2,2005,91,389,487,254,1065,1039,26,1.231989985,0,2089,587,1522,748,600,119,188,52,128
7997,1032,755,926,876,988,1090,779,547,7676,42,7,7997,397,1688,2044,839,3791,3669,122,4.913827385,0,8203,2413,6114,2885,2213,475,755,195,497
8729,1111,989,990,859,1115,1122,747,610,8305,121,4,8729,520,1855,2335,1320,3784,3651,133,5.363611259,0,9191,2463,6777,3213,2616,597,880,235,596
8233,950,889,895,931,1169,1195,757,430,7849,78,1,8233,394,1948,2160,868,4030,3836,194,5.058839672,0,8328,2233,6437,2909,2420,519,788,205,520
1748,226,151,174,183,217,253,203,113,1676,9,3,1748,92,418,528,186,882,860,22,1.074074061,0,1741,582,1333,597,447,107,166,44,112
35218,4521,4451,4223,3967,4435,4122,2764,1758,31252,691,0,35218,2370,7201,9136,5109,16735,16161,574,21.64001161,4,35732,8333,26899,13330,10948,2229,3338,883,2146
39019,4698,7822,4363,3996,4311,4118,2533,1646,35680,737,121,39019,2122,6598,7759,6547,18746,17996,750,23.97556968,12,39099,7956,30529,13722,9922,2309,3320,904,2208
2871,331,259,288,233,401,488,289,300,2777,8,0,2871,188,702,763,378,1251,1213,38,1.764111344,0,2891,989,2313,1131,823,226,339,92,243
18717,2327,1919,2272,2093,2568,2411,1462,1143,17697,121,18,18717,1226,4397,4590,2006,9142,8821,321,11.50082621,0,19162,4867,14278,7180,5754,1217,1780,481,1194
7682,877,908,880,839,1006,1017,610,415,7114,37,0,7682,505,1824,1756,955,4181,4033,148,4.720272849,0,7790,2038,6056,2690,2198,506,732,194,488
121436,12174,374,15761,12546,11855,11424,6150,3510,101288,31,113,121436,3066,12342,18581,19181,65199,63204,1995,74.61742432,10,117806,18450,99347,34659,30003,5244,7805,2258,4984
2849,359,273,291,303,407,435,246,168,2664,7,0,2849,329,571,820,317,1512,1475,37,1.75059325,0,2946,782,2184,1099,830,196,311,78,201
2508,305,193,206,226,347,427,317,212,2349,13,2,2508,250,764,595,434,1165,1126,39,1.541062784,0,2581,935,1965,1045,774,218,321,83,227
28710,3503,5803,3477,2855,3044,3176,1709,1271,27160,533,17,28710,1273,4617,5480,3303,16868,16466,402,17.64111344,34,28877,5912,22512,9302,7767,1514,2221,607,1448
6196,600,848,820,720,817,880,517,363,5662,38,0,6196,400,1544,1675,622,2722,2646,76,3.807187005,0,6331,1772,5059,2481,2013,413,643,164,416
36611,6271,5412,4789,4060,4262,3169,1621,992,32385,1642,50,36611,6275,4676,6959,4740,20404,19890,514,22.49595278,8,37097,5555,25573,12856,11303,1841,3289,776,1666
33888,5940,4964,4320,3908,3958,2888,1458,1122,31248,526,83,33888,5830,5085,5918,3818,17186,16743,443,20.82278135,10,34658,5103,23675,11744,9683,1718,3263,746,1695
25631,3215,3055,3047,2981,3687,3142,1891,986,24256,134,2,25631,1261,6615,5812,2337,14029,13526,503,15.74919466,5,25599,5593,19541,9398,7367,1534,2274,573,1429
32594,6863,8236,5297,2553,1989,1748,1238,720,22523,1130,0,32594,1109,4853,8590,3263,11492,10941,551,20.0276716,6,35796,3964,22565,10137,8552,1163,2002,502,1043
2612,354,235,281,246,330,374,243,226,2534,23,1,2612,167,650,670,291,1436,1405,31,1.604966504,0,2632,882,1986,922,677,173,262,70,184
2492,255,220,256,230,355,386,282,240,2252,53,0,2492,168,665,569,307,1121,1085,36,1.531231442,0,2561,862,2008,1015,783,186,285,78,201
7336,1215,865,823,886,842,792,406,243,6886,39,0,7336,1201,1264,1368,788,3340,3245,95,4.507670088,0,7716,1303,5079,2456,2047,370,654,156,354
6033,918,712,681,701,769,648,341,268,5795,27,2,6033,867,843,1280,447,3437,3369,68,3.707030213,0,6004,1227,4284,1901,1551,322,473,123,301
1227,178,103,172,95,167,159,89,95,1198,4,0,1227,100,227,228,135,855,838,17,0.753941003,0,1210,371,908,423,333,72,114,31,76
6055,672,502,582,646,890,950,669,384,5735,23,0,6055,375,1544,1670,861,3205,3089,116,3.720548307,0,6227,2057,4738,2366,1843,461,699,179,465
2607,442,323,341,291,323,269,164,76,2424,5,6,2607,354,555,385,365,1637,1605,32,1.601894209,0,2621,455,1858,920,739,156,241,59,142
5506,755,522,606,561,671,777,503,389,5234,27,14,5506,377,1576,1311,766,2748,2669,79,3.383210401,0,5746,1672,4134,1962,1571,384,559,148,382
34210,4312,4084,3979,3657,4203,4139,2629,2168,32001,341,19,34210,2048,5958,7602,3411,16864,16319,545,21.02063709,6,34683,8619,25968,11108,8673,1868,2905,796,1944
3997,598,507,463,464,486,489,235,130,3814,35,6,3997,769,466,851,413,2211,2163,48,2.455992004,0,4081,804,2872,1348,1060,253,389,96,230
1818,213,165,189,169,268,264,163,154,1708,47,0,1818,123,271,542,210,991,966,25,1.117086181,0,1875,577,1405,655,503,112,180,48,123
13280,1722,1382,1442,1559,1820,1727,1140,590,11474,77,5,13280,496,3522,3064,1375,7217,7001,216,8.160013464,0,13322,3473,9972,4614,3889,799,1250,314,788
18975,2192,1874,2147,2230,2985,2607,1537,848,18194,48,20,18975,858,5350,4121,1411,10167,9836,331,11.65935659,0,18856,4716,14647,6530,5244,1124,1703,434,1097
2841,304,254,246,250,369,515,354,261,2767,14,0,2841,132,932,763,420,1287,1251,36,1.745677579,0,2963,1107,2302,1204,909,250,369,99,265
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,367.1729552,110,578797,110038,451912,155375,122920,21432,37119,10687,24502
3943,656,501,519,394,483,380,238,189,3702,26,4,3943,617,634,752,478,2083,2034,49,2.422811226,0,3931,755,2801,1464,1185,247,387,98,232
7310,839,721,797,779,1064,1031,651,502,7027,45,2,7310,315,1675,2005,786,3409,3299,110,4.491694158,0,7576,2096,5706,2544,1997,435,679,179,455
2516,326,319,228,249,312,359,195,178,2385,37,2,2516,168,454,550,286,1306,1275,31,1.545978454,0,2524,729,1942,929,736,156,238,63,160
19964,2644,2274,2284,2164,2813,2523,1682,1005,17769,96,11,19964,1663,4517,5210,3129,10272,9862,410,12.26705638,5,20553,5125,15172,7390,6054,1418,2121,537,1343
1560,191,148,147,175,215,230,147,122,1466,5,1,1560,50,367,461,159,796,774,22,0.958555798,0,1702,442,1215,591,442,106,165,44,113
81352,10811,10059,12265,10635,10632,8988,5157,2599,68980,1248,0,81352,4384,15510,17068,7925,36546,35216,1330,49.98745597,10,79359,15061,62068,27633,22158,3952,6941,1657,3825
3023,366,255,293,297,416,497,271,244,2922,14,0,3023,137,686,849,375,1684,1642,42,1.857509089,0,3121,944,2344,1111,872,200,304,82,209
9750,1082,907,1013,1147,1436,1375,996,493,9349,34,7,9750,744,2615,2342,1244,4448,4187,261,5.99097374,0,9602,2635,7561,3902,2979,758,1095,277,733
2844,398,337,312,270,377,394,214,201,2727,24,0,2844,159,565,859,253,1670,1634,36,1.747520956,0,2790,840,2159,996,760,174,265,70,174
33406,4053,6728,3730,3243,3717,3708,2032,1411,30094,919,40,33406,2326,6163,6020,5142,16617,16030,587,20.52661218,6,33302,6409,25967,11117,8829,1848,2860,757,1807
28537,3402,3425,3417,3015,3724,3677,2220,1774,27194,251,22,28537,1681,5272,6767,2881,16312,15893,419,17.53481206,7,28792,7540,21999,9403,7546,1635,2495,678,1650
11950,1345,1359,1202,1141,1640,1685,1138,878,11420,50,9,11950,754,2549,2884,1075,6041,5853,188,7.3427832,0,12087,3564,9418,4457,3522,773,1178,312,799
9722,1263,921,1094,976,1303,1378,838,698,9392,43,5,9722,505,2981,2125,1068,5442,5299,143,5.973768893,0,9859,2826,7405,3673,2888,643,965,251,654
4146,581,502,406,463,527,493,302,270,3953,39,0,4146,481,796,914,376,2291,2243,48,2.547546372,0,4295,1016,3085,1473,1194,267,403,105,266
33680,4233,3402,3958,4180,5122,4142,2424,1409,32100,187,15,33680,955,7220,8043,2603,17469,16840,629,20.69497391,0,32976,7544,25423,10110,8796,1753,2602,703,1768
6150,826,646,640,589,746,843,588,454,5950,58,11,6150,179,1366,1581,669,3426,3348,78,3.778921898,4,6230,1776,4717,2133,1642,397,606,163,421
32120,4158,3509,3696,3391,4192,4170,2769,1707,27214,303,45,32120,2502,6455,9201,5998,14834,14194,640,19.73641811,7,33463,8712,24485,11824,9623,2280,3442,882,2176
5521,605,537,601,516,801,856,565,403,5298,31,2,5521,402,1493,1324,620,2985,2902,83,3.392427284,0,5605,1854,4389,2212,1720,394,591,154,401
2667,329,228,294,322,371,353,201,186,2448,51,6,2667,265,580,715,286,1169,1131,38,1.63876174,0,2931,666,2020,1015,798,171,277,71,173
10155,1516,1109,1110,1021,1337,1193,727,772,9818,36,8,10155,436,2575,1998,898,5499,5373,126,6.239829573,0,10095,2619,7516,3230,2593,582,850,236,595
15951,2136,1714,1742,1729,2080,2051,1336,899,15014,111,10,15951,910,3374,4242,2271,6010,5716,294,9.801233039,5,16209,4042,12022,6029,4544,1089,1625,422,1052
2840,332,249,281,254,407,446,268,258,2733,6,0,2840,197,731,831,291,1329,1292,37,1.74506312,0,3001,969,2221,1157,882,211,323,85,221
5430,557,737,667,663,747,651,448,385,5085,40,2,5430,424,1467,1479,670,2746,2687,59,3.336511529,0,5527,1317,4390,2152,1616,373,546,142,369
15941,1888,1602,1721,1796,2347,2269,1350,792,15294,80,8,15941,968,4299,3663,1953,7945,7641,304,9.795088451,0,15894,4124,12217,6229,5131,1061,1629,401,1029
3475,389,357,389,307,488,511,332,316,3343,45,0,3475,193,899,909,434,2004,1951,53,2.135244487,0,3684,1175,2765,1340,1020,238,361,97,253
5802,657,552,622,707,840,818,502,304,5580,17,0,5802,240,1500,1402,577,3005,2918,87,3.56509022,0,5957,1490,4490,2155,1706,369,558,145,372
6562,539,781,846,844,931,955,520,421,5930,31,6,6562,618,1492,1978,787,2940,2847,93,4.032078942,0,6776,1864,5483,2740,2199,467,704,182,458
5317,635,511,560,525,715,821,505,351,5137,48,0,5317,278,1357,1282,646,2800,2729,71,3.26707768,0,5446,1631,4118,1963,1507,366,547,144,371
24277,3893,2870,3355,2720,2837,2518,1462,856,22871,237,29,24277,787,4357,4644,1907,12278,11935,343,14.91721738,0,23188,4546,17204,7669,6641,1130,1698,459,1085
9378,1302,1108,1065,915,1081,1268,727,593,8818,89,4,9378,485,1541,2436,1074,4952,4815,137,5.76239505,6,9670,2512,7065,3072,2437,540,810,222,549
2508,317,233,262,213,329,387,298,214,2416,12,1,2508,96,565,730,316,1467,1436,31,1.541062784,0,2520,865,1982,906,670,170,268,72,188
62342,7258,7612,7605,6933,7848,8170,4991,3607,57786,341,38,62342,5247,12061,17042,7266,29916,28841,1075,38.30659333,20,63360,15902,48373,22330,17946,4189,6350,1609,4056
4664,528,420,457,403,637,763,485,452,4505,29,1,4664,169,1131,1333,502,2401,2335,66,2.865836054,0,4705,1745,3696,1769,1349,318,484,134,347
9531,1203,1286,1052,915,1192,1244,751,539,8910,105,8,9531,574,1805,2453,1221,5287,5132,155,5.856407253,0,9868,2499,7365,3544,2666,588,897,240,594
73703,7544,374,9652,5658,5172,5294,2785,1831,61650,31,0,73703,1601,7013,11825,13273,35429,34407,1022,45.28746027,8,75696,8478,61422,20531,17137,3007,4353,1245,2653
5013,614,519,551,530,690,707,458,339,4809,53,3,5013,358,1123,1249,550,2522,2441,81,3.080282191,0,5148,1392,3896,1781,1438,335,486,131,334
3093,337,285,296,338,428,488,282,263,2983,12,2,3093,252,609,883,417,1660,1615,45,1.900521208,0,3119,974,2447,1144,854,221,330,89,232
6907,858,672,738,703,922,1016,708,531,6566,49,2,6907,538,1420,1893,932,3352,3252,100,4.244067244,0,6987,2235,5413,2612,1987,451,682,186,478
54401,6807,6949,6570,6253,7223,6690,4018,2710,49052,1275,44,54401,3419,11501,12420,5812,30094,29170,924,33.42717564,18,55334,12413,41812,19408,16265,3097,4882,1264,3023
4897,691,565,511,540,601,621,353,280,4667,60,8,4897,506,922,971,373,2858,2801,57,3.009004965,0,4981,1338,3578,1615,1302,272,425,111,275
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,396,516,563,502,2693,1126,31,315.5903641,236,510484,97508,381688,167339,134354,26904,48040,10991,26937
21780,3988,3352,2843,2549,2346,1664,873,551,19206,652,50,21780,4164,4008,3459,3216,9554,9239,315,13.38291365,8,22948,3309,14871,7010,5755,1080,2013,471,1014
14523,331,374,532,389,1635,488,246,296,2795,31,0,14523,9572,516,563,502,2693,1126,31,109.0658306,52,178392,41511,135549,64671,52322,10254,16865,4188,9435
2533,336,238,262,240,327,365,218,197,2462,11,1,2533,99,607,730,297,1398,1366,32,1.556424255,0,2497,725,1896,915,719,162,246,66,172
5899,796,704,744,570,761,762,476,331,5649,31,12,5899,295,1280,1674,790,2894,2812,82,3.624692728,0,5999,1592,4496,2123,1825,374,564,149,369
3603,396,327,326,332,513,599,357,351,3477,19,5,3603,185,1010,1038,431,1946,1897,49,2.213895219,0,3693,1327,2869,1509,1139,277,406,110,297
4178,535,398,445,376,604,584,374,302,3951,19,1,4178,279,884,1059,549,1952,1899,53,2.567209055,0,4251,1151,3199,1560,1180,289,438,116,299
1987,289,206,230,241,232,233,139,116,1884,11,4,1987,247,410,440,223,1010,984,26,1.220929725,0,2107,490,1468,709,592,111,189,48,114
5559,829,629,628,642,706,577,360,270,5246,37,8,5559,719,1028,1409,588,2655,2580,75,3.41577672,0,5741,1076,3952,1961,1593,341,562,138,331
22996,2985,2491,2664,2544,3072,3167,1700,1190,21654,120,6,22996,1213,5346,5628,3016,10784,10403,381,14.1300956,0,23336,5525,17329,8580,6914,1428,2184,552,1380
7711,1071,1131,874,791,890,929,521,416,7362,65,8,7711,243,1276,2209,727,4230,4120,110,4.738092155,1,7847,1833,5909,2627,2127,425,650,172,419
2793,269,252,302,283,403,494,279,224,2699,13,2,2793,140,642,839,316,1381,1337,44,1.716183555,0,2899,892,2293,1063,830,192,294,78,205
6899,839,655,715,761,1041,1041,579,338,6574,21,0,6899,228,1636,1766,548,3648,3533,115,4.239151573,0,6918,1733,5287,2246,1782,389,609,157,399
1503,213,145,155,121,204,210,132,119,1437,1,0,1503,73,298,388,194,819,798,21,0.923531644,0,1591,421,1125,509,390,87,140,38,97
5420,692,563,559,528,755,738,511,448,5248,40,3,5420,362,1461,1273,655,2927,2847,80,3.330366941,0,5572,1719,4209,1906,1511,377,553,150,390
2105,303,217,202,252,239,287,160,136,2011,4,1,2105,209,435,532,247,1265,1237,28,1.293435869,0,2157,537,1556,747,580,115,200,51,124
8665,1134,862,977,925,1077,1276,816,457,8177,45,7,8665,770,2140,2297,1307,4001,3825,176,5.324285893,0,8858,2497,6577,3346,2578,650,908,238,621
3183,349,293,379,285,458,519,302,208,3035,4,0,3183,275,851,894,502,1594,1525,69,1.955822504,0,3178,1025,2511,1254,977,281,393,103,272
14523,331,374,532,389,19438,16553,8339,4721,110534,31,0,14523,396,33783,30238,502,2693,1126,31,101.5847941,145,163227,27635,119273,60820,49260,9450,18099,4100,8764
